1559,72440.51520000001
2857,10250.9142
1422,182389.12290000002
2656,61432.9272
1396,101126.3379
2036,37227.169499999996
1970,72979.0887
2570,9397.4616
1720,67591.5267
1413,118667.0517
2943,18606.2202
840,134884.66950000002
1406,70261.3827
2229,290328.3003
2547,231517.46610000002
2636,111730.011
1632,106302.5682
2038,24403.8741
2597,10566.5937
1219,220491.9126
1014,137961.80730000001
2321,219122.2368
827,64282.942800000004
1329,161300.46209999998
8,180171.9192
2533,281861.8344
479,33021.5286
1109,226187.0631
1791,212896.8822
823,309571.9434
1620,55927.158299999996
2984,38852.025
1096,239271.5847
1211,54829.1748
1222,20544.232200000002
2727,152176.0587
1036,218958.5463
572,179766.273
220,192058.03319999998
283,45956.1318
198,164058.5883
914,66319.8564
2393,32465.494200000005
520,170521.0179
2703,293493.3516
2023,93524.04299999999
1642,606127.347
822,35303.4516
2565,41540.0205
2217,275872.6065
940,433585.38
810,16781.021099999998
785,87751.9845
1265,170152.1466
1528,113853.7941
2277,112327.86630000001
461,136395.58980000002
1221,265730.54669999995
1575,131500.18680000002
911,8674.9962
241,114637.02900000001
1856,387605.4885
257,77005.6227
2682,81598.7616
1920,79883.2347
2949,201484.2744
488,125264.775
1107,308168.7987
647,386829.42240000004
2639,93245.6604
566,43022.883299999994
2248,42245.381700000005
535,274676.8872
459,185623.2783
2896,78832.64880000001
2105,391585.4775
447,10532.9595
1455,264650.4852
1185,19076.6205
65,23300.8533
1839,75356.50289999999
1114,82674.3339
1898,115024.5357
2995,362085.4653
480,133186.9863
2398,380330.42669999995
1800,43363.8189
1804,81816.9228
126,12220.9074
1131,56006.9286
478,399702.0816
1885,335587.6752
744,58623.992999999995
1630,235404.85229999997
861,137170.8468
2674,37125.918900000004
1932,33087.0657
2924,237113.0973
1305,42351.2955
412,75670.5729
149,200387.8221
284,48511.4088
36,157489.0356
2609,26984.285399999997
2753,286452.1284
574,151125.4989
1906,55357.395300000004
2279,275230.1898
2595,28663.907399999996
2378,73548.8604
915,166206.3747
2603,175361.6544
464,100475.5953
983,47260.3575
2477,94119.67109999999
1563,68813.6157
444,105404.9109
1316,70922.73060000001
103,78774.4458
456,233979.9054
1553,233838.3303
1440,353720.076
1677,50129.0781
2496,401700.4716
907,48154.413
231,201026.63700000002
1088,74163.3153
269,51911.8821
2867,46201.8111
857,43590.566999999995
611,71129.3208
1418,175716.1272
1655,164051.6892
53,77987.6004
1190,227045.3094
1093,42546.828
2232,16650.2427
1063,444763.43580000004
356,71351.4144
199,95474.9919
1672,159892.9761
2002,49133.6241
2121,98131.4412
2593,120432.53400000001
223,47488.9587
2517,157060.404
1897,11361.4866
2472,27107.111999999997
667,62809.728299999995
2211,64237.40700000001
1639,194701.68480000002
1367,21363.198
1267,288230.0082
930,46847.1684
1326,198380.619
505,41801.76
1961,227227.4004
1341,280027.5003
837,129375.2031
420,333229.0269
291,66421.4637
296,78071.67719999999
373,93064.1784
1745,177925.7445
2315,81233.8227
1089,181008.6591
1616,23002.4955
2742,42360.5697
851,206912.7264
961,84060.3309
2441,61405.765799999994
448,44769.7563
2644,417658.7424
2822,33223.5165
2122,496436.31149999995
670,37535.514899999995
2680,180285.19319999998
2433,242153.19
1982,90852.4818
2887,447933.6288
2865,426017.7372
2624,89494.5858
753,63097.16759999999
2524,58504.716
2953,126683.7537
162,124126.36260000001
2067,10621.3428
2141,13793.8848
1860,48305.1753
928,227254.77930000002
1304,181209.1767
322,43437.5079
1062,49078.3704
1901,60189.4275
262,179882.3919
174,81181.6923
742,128420.1345
1761,22517.601
2159,70392.1959
1194,98203.947
2418,20131.9392
1196,320547.50669999997
1669,67305.1749
472,93577.6611
2280,146073.3654
2448,333385.6704
1878,182985.2208
1760,147709.2873
1960,295369.60229999997
1976,97807.7925
